Iteration 0: Weight 0; Strategy Change = 0.131378
Iteration 1: Weight 0; Strategy Change = 0.233429
Iteration 2: Weight 0; Strategy Change = 0.00426001
Iteration 3: Weight 0; Strategy Change = 0.010593
Iteration 4: Weight 0; Strategy Change = 0.004272
Iteration 5: Weight 0; Strategy Change = 0.00219072
Iteration 6: Weight 0; Strategy Change = 0.00128588
Iteration 7: Weight 0; Strategy Change = 0.000823928
Iteration 8: Weight 0; Strategy Change = 0.000561657
Iteration 9: Weight 0; Strategy Change = 0.000400997
Iteration 10: Weight 0; Strategy Change = 0.000296778
Iteration 11: Weight 0; Strategy Change = 0.000226068
Iteration 12: Weight 0; Strategy Change = 0.000176327
Iteration 13: Weight 0; Strategy Change = 0.000140277
Iteration 14: Weight 0; Strategy Change = 0.000113487
Iteration 15: Weight 0; Strategy Change = 9.31506e-05
Iteration 16: Weight 0; Strategy Change = 7.74254e-05
Iteration 17: Weight 0; Strategy Change = 6.50693e-05
Iteration 18: Weight 0; Strategy Change = 5.52223e-05
Iteration 19: Weight 0; Strategy Change = 4.7276e-05
Iteration 20: Weight 0; Strategy Change = 4.07912e-05
Iteration 21: Weight 0; Strategy Change = 3.54456e-05
Iteration 22: Weight 0; Strategy Change = 3.09987e-05
Iteration 23: Weight 0; Strategy Change = 2.72687e-05
Iteration 24: Weight 0; Strategy Change = 2.41163e-05
Iteration 25: Weight 0; Strategy Change = 2.14336e-05
Iteration 26: Weight 0; Strategy Change = 1.91359e-05
Iteration 27: Weight 0; Strategy Change = 1.71565e-05
Iteration 28: Weight 0; Strategy Change = 1.54418e-05
Iteration 29: Weight 0; Strategy Change = 1.3949e-05
Iteration 30: Weight 0; Strategy Change = 1.26433e-05
Iteration 31: Weight 0; Strategy Change = 1.14961e-05
Iteration 32: Weight 0; Strategy Change = 1.0484e-05
Iteration 33: Weight 0; Strategy Change = 9.58766e-06
Iteration 34: Weight 0; Strategy Change = 8.79099e-06
Iteration 35: Weight 0; Strategy Change = 8.08046e-06
Iteration 36: Weight 0; Strategy Change = 7.4447e-06
Iteration 37: Weight 0; Strategy Change = 6.87413e-06
Iteration 38: Weight 0; Strategy Change = 6.36056e-06
Iteration 39: Weight 0; Strategy Change = 5.89705e-06
Iteration 40: Weight 0; Strategy Change = 5.47763e-06
Iteration 41: Weight 0; Strategy Change = 5.09717e-06
Iteration 42: Weight 0; Strategy Change = 4.75124e-06
Iteration 43: Weight 0; Strategy Change = 4.43601e-06
Iteration 44: Weight 0; Strategy Change = 4.14812e-06
Iteration 45: Weight 0; Strategy Change = 3.88469e-06
Iteration 46: Weight 0; Strategy Change = 3.64316e-06
Iteration 47: Weight 0; Strategy Change = 3.42129e-06
Iteration 48: Weight 0; Strategy Change = 3.21713e-06
Iteration 49: Weight 0; Strategy Change = 3.02894e-06
Iteration 50: Weight 0; Strategy Change = 2.85518e-06
Iteration 51: Weight 0; Strategy Change = 2.6945e-06
Iteration 52: Weight 0; Strategy Change = 2.54568e-06
Iteration 53: Weight 0; Strategy Change = 2.40765e-06
Iteration 54: Weight 0; Strategy Change = 2.27945e-06
Iteration 55: Weight 0; Strategy Change = 2.16021e-06
Iteration 56: Weight 0; Strategy Change = 2.04917e-06
Iteration 57: Weight 0; Strategy Change = 1.94563e-06
Iteration 58: Weight 0; Strategy Change = 1.84896e-06
Iteration 59: Weight 0; Strategy Change = 1.75862e-06
Iteration 60: Weight 0; Strategy Change = 1.67407e-06
Iteration 61: Weight 0; Strategy Change = 1.59488e-06
Iteration 62: Weight 0; Strategy Change = 1.52062e-06
Iteration 63: Weight 0; Strategy Change = 1.4509e-06
Iteration 64: Weight 0; Strategy Change = 1.3854e-06
Iteration 65: Weight 0; Strategy Change = 1.32379e-06
Iteration 66: Weight 0; Strategy Change = 1.26579e-06
Iteration 67: Weight 0; Strategy Change = 1.21114e-06
Iteration 68: Weight 0; Strategy Change = 1.15959e-06
Iteration 69: Weight 0; Strategy Change = 1.11094e-06
Iteration 70: Weight 0; Strategy Change = 1.06498e-06
Iteration 71: Weight 0; Strategy Change = 1.02153e-06
Iteration 72: Weight 0; Strategy Change = 9.80412e-07
Iteration 73: Weight 0; Strategy Change = 9.4148e-07
Iteration 74: Weight 0; Strategy Change = 9.04587e-07
Iteration 75: Weight 0; Strategy Change = 8.69603e-07
Iteration 76: Weight 0; Strategy Change = 8.36403e-07
Iteration 77: Weight 0; Strategy Change = 8.04877e-07
Iteration 78: Weight 0; Strategy Change = 7.7492e-07
Iteration 79: Weight 0; Strategy Change = 7.46436e-07
Iteration 80: Weight 0; Strategy Change = 7.19334e-07
Iteration 81: Weight 0; Strategy Change = 6.93531e-07
Iteration 82: Weight 0; Strategy Change = 6.68952e-07
Iteration 83: Weight 0; Strategy Change = 6.45523e-07
Iteration 84: Weight 0; Strategy Change = 6.23179e-07
Iteration 85: Weight 0; Strategy Change = 6.01857e-07
Iteration 86: Weight 0; Strategy Change = 5.815e-07
Iteration 87: Weight 0; Strategy Change = 5.62053e-07
Iteration 88: Weight 0; Strategy Change = 5.43465e-07
Iteration 89: Weight 0; Strategy Change = 5.25691e-07
Iteration 90: Weight 0; Strategy Change = 5.08685e-07
Iteration 91: Weight 0; Strategy Change = 4.92407e-07
Iteration 92: Weight 0; Strategy Change = 4.76819e-07
Iteration 93: Weight 0; Strategy Change = 4.61883e-07
Iteration 94: Weight 0; Strategy Change = 4.47566e-07
Iteration 95: Weight 0; Strategy Change = 4.33836e-07
Iteration 96: Weight 0; Strategy Change = 4.20664e-07
Iteration 97: Weight 0; Strategy Change = 4.08022e-07
Iteration 98: Weight 0; Strategy Change = 3.95882e-07
Iteration 99: Weight 0; Strategy Change = 3.8422e-07
Iteration 100: Weight 0; Strategy Change = 3.73014e-07
Iteration 101: Weight 0; Strategy Change = 3.6224e-07
Iteration 102: Weight 0; Strategy Change = 3.51878e-07
Iteration 103: Weight 0; Strategy Change = 3.41909e-07
Iteration 104: Weight 0; Strategy Change = 3.32314e-07
Iteration 105: Weight 0; Strategy Change = 3.23076e-07
Iteration 106: Weight 0; Strategy Change = 3.14178e-07
Iteration 107: Weight 0; Strategy Change = 3.05605e-07
Iteration 108: Weight 0; Strategy Change = 2.97341e-07
Iteration 109: Weight 0; Strategy Change = 2.89374e-07
Iteration 110: Weight 0; Strategy Change = 2.8169e-07
Iteration 111: Weight 0; Strategy Change = 2.74276e-07
Iteration 112: Weight 0; Strategy Change = 2.67121e-07
Iteration 113: Weight 0; Strategy Change = 2.60214e-07
Iteration 114: Weight 0; Strategy Change = 2.53543e-07
Iteration 115: Weight 0; Strategy Change = 2.47099e-07
Iteration 116: Weight 0; Strategy Change = 2.40872e-07
Iteration 117: Weight 0; Strategy Change = 2.34853e-07
Iteration 118: Weight 0; Strategy Change = 2.29034e-07
Iteration 119: Weight 0; Strategy Change = 2.23406e-07
Iteration 120: Weight 0; Strategy Change = 2.17961e-07
Iteration 121: Weight 0; Strategy Change = 2.12693e-07
Iteration 122: Weight 0; Strategy Change = 2.07593e-07
Iteration 123: Weight 0; Strategy Change = 2.02656e-07
Iteration 124: Weight 0; Strategy Change = 1.97874e-07
Iteration 125: Weight 0; Strategy Change = 1.93243e-07
Iteration 126: Weight 0; Strategy Change = 1.88755e-07
Iteration 127: Weight 0; Strategy Change = 1.84405e-07
Iteration 128: Weight 0; Strategy Change = 1.80188e-07
Iteration 129: Weight 0; Strategy Change = 1.761e-07
Iteration 130: Weight 0; Strategy Change = 1.72134e-07
Iteration 131: Weight 0; Strategy Change = 1.68287e-07
Iteration 132: Weight 0; Strategy Change = 1.64555e-07
Iteration 133: Weight 0; Strategy Change = 1.60932e-07
Iteration 134: Weight 0; Strategy Change = 1.57415e-07
Iteration 135: Weight 0; Strategy Change = 1.54e-07
Iteration 136: Weight 0; Strategy Change = 1.50683e-07
Iteration 137: Weight 0; Strategy Change = 1.47462e-07
Iteration 138: Weight 0; Strategy Change = 1.44332e-07
Iteration 139: Weight 0; Strategy Change = 1.4129e-07
Iteration 140: Weight 0; Strategy Change = 1.38333e-07
Iteration 141: Weight 0; Strategy Change = 1.35458e-07
Iteration 142: Weight 0; Strategy Change = 1.32663e-07
Iteration 143: Weight 0; Strategy Change = 1.29944e-07
Iteration 144: Weight 0; Strategy Change = 1.273e-07
