Iteration 0: Weight 0; Strategy Change = 0.131378
Iteration 1: Weight 0.25; Strategy Change = 0.233957
Iteration 2: Weight 0.694444; Strategy Change = 0.00662119
Iteration 3: Weight 1.25694; Strategy Change = 0.0101132
Iteration 4: Weight 1.89694; Strategy Change = 0.00439907
Iteration 5: Weight 2.59139; Strategy Change = 0.0023504
Iteration 6: Weight 3.32608; Strategy Change = 0.00141095
Iteration 7: Weight 4.09171; Strategy Change = 0.000915289
Iteration 8: Weight 4.88183; Strategy Change = 0.000628038
Iteration 9: Weight 5.69183; Strategy Change = 0.000449791
Iteration 10: Weight 6.51828; Strategy Change = 0.000333231
Iteration 11: Weight 7.35856; Strategy Change = 0.000253764
Iteration 12: Weight 8.21063; Strategy Change = 0.000197711
Iteration 13: Weight 9.07287; Strategy Change = 0.000157035
Iteration 14: Weight 9.94398; Strategy Change = 0.0001268
Iteration 15: Weight 10.8229; Strategy Change = 0.000103857
Iteration 16: Weight 11.7087; Strategy Change = 8.61333e-05
Iteration 17: Weight 12.6007; Strategy Change = 7.22242e-05
Iteration 18: Weight 13.4982; Strategy Change = 6.11561e-05
Iteration 19: Weight 14.4007; Strategy Change = 5.2239e-05
Iteration 20: Weight 15.3077; Strategy Change = 4.49746e-05
Iteration 21: Weight 16.2189; Strategy Change = 3.89972e-05
Iteration 22: Weight 17.1338; Strategy Change = 3.40338e-05
Iteration 23: Weight 18.0522; Strategy Change = 2.98783e-05
Iteration 24: Weight 18.9738; Strategy Change = 2.63727e-05
Iteration 25: Weight 19.8984; Strategy Change = 2.33948e-05
Iteration 26: Weight 20.8257; Strategy Change = 2.08489e-05
Iteration 27: Weight 21.7555; Strategy Change = 1.86595e-05
Iteration 28: Weight 22.6877; Strategy Change = 1.67662e-05
Iteration 29: Weight 23.6222; Strategy Change = 1.51207e-05
Iteration 30: Weight 24.5587; Strategy Change = 1.36837e-05
Iteration 31: Weight 25.4972; Strategy Change = 1.24233e-05
Iteration 32: Weight 26.4375; Strategy Change = 1.1313e-05
Iteration 33: Weight 27.3795; Strategy Change = 1.03312e-05
Iteration 34: Weight 28.3232; Strategy Change = 9.45988e-06
Iteration 35: Weight 29.2684; Strategy Change = 8.68387e-06
Iteration 36: Weight 30.2151; Strategy Change = 7.9905e-06
Iteration 37: Weight 31.1632; Strategy Change = 7.36906e-06
Iteration 38: Weight 32.1125; Strategy Change = 6.81045e-06
Iteration 39: Weight 33.0632; Strategy Change = 6.30694e-06
Iteration 40: Weight 34.015; Strategy Change = 5.85188e-06
Iteration 41: Weight 34.9679; Strategy Change = 5.4396e-06
Iteration 42: Weight 35.9219; Strategy Change = 5.06518e-06
Iteration 43: Weight 36.877; Strategy Change = 4.72436e-06
Iteration 44: Weight 37.8331; Strategy Change = 4.41347e-06
Iteration 45: Weight 38.7901; Strategy Change = 4.12929e-06
Iteration 46: Weight 39.748; Strategy Change = 3.86901e-06
Iteration 47: Weight 40.7067; Strategy Change = 3.63017e-06
Iteration 48: Weight 41.6663; Strategy Change = 3.41061e-06
Iteration 49: Weight 42.6267; Strategy Change = 3.20841e-06
Iteration 50: Weight 43.5879; Strategy Change = 3.0219e-06
Iteration 51: Weight 44.5498; Strategy Change = 2.84959e-06
Iteration 52: Weight 45.5124; Strategy Change = 2.69014e-06
Iteration 53: Weight 46.4757; Strategy Change = 2.54238e-06
Iteration 54: Weight 47.4397; Strategy Change = 2.40526e-06
Iteration 55: Weight 48.4043; Strategy Change = 2.27783e-06
Iteration 56: Weight 49.3695; Strategy Change = 2.15926e-06
Iteration 57: Weight 50.3353; Strategy Change = 2.04878e-06
Iteration 58: Weight 51.3017; Strategy Change = 1.94573e-06
Iteration 59: Weight 52.2687; Strategy Change = 1.84947e-06
Iteration 60: Weight 53.2361; Strategy Change = 1.75947e-06
Iteration 61: Weight 54.2041; Strategy Change = 1.67523e-06
Iteration 62: Weight 55.1727; Strategy Change = 1.59628e-06
Iteration 63: Weight 56.1416; Strategy Change = 1.52223e-06
Iteration 64: Weight 57.1111; Strategy Change = 1.45269e-06
Iteration 65: Weight 58.081; Strategy Change = 1.38732e-06
Iteration 66: Weight 59.0514; Strategy Change = 1.32583e-06
Iteration 67: Weight 60.0222; Strategy Change = 1.26792e-06
Iteration 68: Weight 60.9934; Strategy Change = 1.21334e-06
Iteration 69: Weight 61.9651; Strategy Change = 1.16186e-06
Iteration 70: Weight 62.9371; Strategy Change = 1.11325e-06
Iteration 71: Weight 63.9095; Strategy Change = 1.06731e-06
