Iteration 0: Weight 0; Strategy Change = 0.131378
Iteration 2693: Weight 2678.69; Strategy Change = 2.16874e-11
Iteration 2694: Weight 2679.69; Strategy Change = 2.16633e-11
Iteration 2695: Weight 2680.69; Strategy Change = 2.16393e-11
Iteration 2696: Weight 2681.69; Strategy Change = 2.16153e-11
Iteration 2697: Weight 2682.69; Strategy Change = 2.15913e-11
Iteration 2698: Weight 2683.69; Strategy Change = 2.15674e-11
Iteration 2699: Weight 2684.69; Strategy Change = 2.15435e-11
Iteration 2700: Weight 2685.69; Strategy Change = 2.15197e-11
Iteration 2701: Weight 2686.69; Strategy Change = 2.14959e-11
Iteration 2702: Weight 2687.69; Strategy Change = 2.14721e-11
Iteration 2703: Weight 2688.68; Strategy Change = 2.14483e-11
Iteration 2704: Weight 2689.68; Strategy Change = 2.14246e-11
Iteration 2705: Weight 2690.68; Strategy Change = 2.1401e-11
Iteration 2706: Weight 2691.68; Strategy Change = 2.13773e-11
Iteration 2707: Weight 2692.68; Strategy Change = 2.13537e-11
Iteration 2708: Weight 2693.68; Strategy Change = 2.13301e-11
Iteration 2709: Weight 2694.68; Strategy Change = 2.13066e-11
Iteration 2710: Weight 2695.68; Strategy Change = 2.12831e-11
Iteration 2711: Weight 2696.68; Strategy Change = 2.12596e-11
Iteration 2712: Weight 2697.68; Strategy Change = 2.12362e-11
Iteration 2713: Weight 2698.68; Strategy Change = 2.12128e-11
Iteration 2714: Weight 2699.68; Strategy Change = 2.11894e-11
Iteration 2715: Weight 2700.68; Strategy Change = 2.11661e-11
Iteration 2716: Weight 2701.68; Strategy Change = 2.11428e-11
Iteration 2717: Weight 2702.67; Strategy Change = 2.11195e-11
Iteration 2718: Weight 2703.67; Strategy Change = 2.10963e-11
Iteration 2719: Weight 2704.67; Strategy Change = 2.10731e-11
Iteration 2720: Weight 2705.67; Strategy Change = 2.10499e-11
Iteration 2721: Weight 2706.67; Strategy Change = 2.10268e-11
Iteration 2722: Weight 2707.67; Strategy Change = 2.10037e-11
Iteration 2723: Weight 2708.67; Strategy Change = 2.09807e-11
Iteration 2724: Weight 2709.67; Strategy Change = 2.09576e-11
Iteration 2725: Weight 2710.67; Strategy Change = 2.09346e-11
Iteration 2726: Weight 2711.67; Strategy Change = 2.09117e-11
Iteration 2727: Weight 2712.67; Strategy Change = 2.08888e-11
Iteration 2728: Weight 2713.67; Strategy Change = 2.08659e-11
Iteration 2729: Weight 2714.67; Strategy Change = 2.0843e-11
Iteration 2730: Weight 2715.66; Strategy Change = 2.08202e-11
Iteration 2731: Weight 2716.66; Strategy Change = 2.07974e-11
Iteration 2732: Weight 2717.66; Strategy Change = 2.07746e-11
Iteration 2733: Weight 2718.66; Strategy Change = 2.07519e-11
Iteration 2734: Weight 2719.66; Strategy Change = 2.07292e-11
Iteration 2735: Weight 2720.66; Strategy Change = 2.07066e-11
Iteration 2736: Weight 2721.66; Strategy Change = 2.06839e-11
Iteration 2737: Weight 2722.66; Strategy Change = 2.06613e-11
Iteration 2738: Weight 2723.66; Strategy Change = 2.06388e-11
Iteration 2739: Weight 2724.66; Strategy Change = 2.06162e-11
Iteration 2740: Weight 2725.66; Strategy Change = 2.05938e-11
Iteration 2741: Weight 2726.66; Strategy Change = 2.05713e-11
Iteration 2742: Weight 2727.66; Strategy Change = 2.05489e-11
Iteration 2743: Weight 2728.66; Strategy Change = 2.05265e-11
Iteration 2744: Weight 2729.65; Strategy Change = 2.05041e-11
Iteration 2745: Weight 2730.65; Strategy Change = 2.04818e-11
Iteration 2746: Weight 2731.65; Strategy Change = 2.04595e-11
Iteration 2747: Weight 2732.65; Strategy Change = 2.04372e-11
Iteration 2748: Weight 2733.65; Strategy Change = 2.0415e-11
Iteration 2749: Weight 2734.65; Strategy Change = 2.03928e-11
Iteration 2750: Weight 2735.65; Strategy Change = 2.03706e-11
Iteration 2751: Weight 2736.65; Strategy Change = 2.03484e-11
Iteration 2752: Weight 2737.65; Strategy Change = 2.03263e-11
Iteration 2753: Weight 2738.65; Strategy Change = 2.03043e-11
Iteration 2754: Weight 2739.65; Strategy Change = 2.02822e-11
Iteration 2755: Weight 2740.65; Strategy Change = 2.02602e-11
Iteration 2756: Weight 2741.65; Strategy Change = 2.02382e-11
Iteration 2757: Weight 2742.65; Strategy Change = 2.02163e-11
Iteration 2758: Weight 2743.64; Strategy Change = 2.01944e-11
Iteration 2759: Weight 2744.64; Strategy Change = 2.01725e-11
Iteration 2760: Weight 2745.64; Strategy Change = 2.01506e-11
Iteration 2761: Weight 2746.64; Strategy Change = 2.01288e-11
Iteration 2762: Weight 2747.64; Strategy Change = 2.0107e-11
Iteration 2763: Weight 2748.64; Strategy Change = 2.00853e-11
Iteration 2764: Weight 2749.64; Strategy Change = 2.00635e-11
Iteration 2765: Weight 2750.64; Strategy Change = 2.00418e-11
Iteration 2766: Weight 2751.64; Strategy Change = 2.00202e-11
Iteration 2767: Weight 2752.64; Strategy Change = 1.99985e-11
Iteration 2768: Weight 2753.64; Strategy Change = 1.99769e-11
Iteration 2769: Weight 2754.64; Strategy Change = 1.99554e-11
Iteration 2770: Weight 2755.64; Strategy Change = 1.99338e-11
Iteration 2771: Weight 2756.64; Strategy Change = 1.99123e-11
Iteration 2772: Weight 2757.63; Strategy Change = 1.98908e-11
Iteration 2773: Weight 2758.63; Strategy Change = 1.98694e-11
Iteration 2774: Weight 2759.63; Strategy Change = 1.9848e-11
Iteration 2775: Weight 2760.63; Strategy Change = 1.98266e-11
Iteration 2776: Weight 2761.63; Strategy Change = 1.98052e-11
Iteration 2777: Weight 2762.63; Strategy Change = 1.97839e-11
Iteration 2778: Weight 2763.63; Strategy Change = 1.97626e-11
Iteration 2779: Weight 2764.63; Strategy Change = 1.97413e-11
Iteration 2780: Weight 2765.63; Strategy Change = 1.97201e-11
Iteration 2781: Weight 2766.63; Strategy Change = 1.96989e-11
Iteration 2782: Weight 2767.63; Strategy Change = 1.96777e-11
Iteration 2783: Weight 2768.63; Strategy Change = 1.96566e-11
Iteration 2784: Weight 2769.63; Strategy Change = 1.96355e-11
Iteration 2785: Weight 2770.63; Strategy Change = 1.96144e-11
Iteration 2786: Weight 2771.62; Strategy Change = 1.95933e-11
Iteration 2787: Weight 2772.62; Strategy Change = 1.95723e-11
Iteration 2788: Weight 2773.62; Strategy Change = 1.95513e-11
Iteration 2789: Weight 2774.62; Strategy Change = 1.95304e-11
Iteration 2790: Weight 2775.62; Strategy Change = 1.95094e-11
Iteration 2791: Weight 2776.62; Strategy Change = 1.94885e-11
Iteration 2792: Weight 2777.62; Strategy Change = 1.94676e-11
Iteration 2793: Weight 2778.62; Strategy Change = 1.94468e-11
Iteration 2794: Weight 2779.62; Strategy Change = 1.9426e-11
Iteration 2795: Weight 2780.62; Strategy Change = 1.94052e-11
Iteration 2796: Weight 2781.62; Strategy Change = 1.93845e-11
Iteration 2797: Weight 2782.62; Strategy Change = 1.93637e-11
Iteration 2798: Weight 2783.62; Strategy Change = 1.9343e-11
Iteration 2799: Weight 2784.62; Strategy Change = 1.93224e-11
Iteration 2800: Weight 2785.61; Strategy Change = 1.93017e-11
Iteration 2801: Weight 2786.61; Strategy Change = 1.92811e-11
Iteration 2802: Weight 2787.61; Strategy Change = 1.92605e-11
Iteration 2803: Weight 2788.61; Strategy Change = 1.924e-11
Iteration 2804: Weight 2789.61; Strategy Change = 1.92195e-11
Iteration 2805: Weight 2790.61; Strategy Change = 1.9199e-11
Iteration 2806: Weight 2791.61; Strategy Change = 1.91785e-11
Iteration 2807: Weight 2792.61; Strategy Change = 1.91581e-11
Iteration 2808: Weight 2793.61; Strategy Change = 1.91377e-11
Iteration 2809: Weight 2794.61; Strategy Change = 1.91173e-11
Iteration 2810: Weight 2795.61; Strategy Change = 1.9097e-11
Iteration 2811: Weight 2796.61; Strategy Change = 1.90767e-11
Iteration 2812: Weight 2797.61; Strategy Change = 1.90564e-11
Iteration 2813: Weight 2798.61; Strategy Change = 1.90361e-11
Iteration 2814: Weight 2799.6; Strategy Change = 1.90159e-11
Iteration 2815: Weight 2800.6; Strategy Change = 1.89957e-11
Iteration 2816: Weight 2801.6; Strategy Change = 1.89755e-11
Iteration 2817: Weight 2802.6; Strategy Change = 1.89554e-11
Iteration 2818: Weight 2803.6; Strategy Change = 1.89352e-11
Iteration 2819: Weight 2804.6; Strategy Change = 1.89152e-11
Iteration 2820: Weight 2805.6; Strategy Change = 1.88951e-11
Iteration 2821: Weight 2806.6; Strategy Change = 1.88751e-11
Iteration 2822: Weight 2807.6; Strategy Change = 1.88551e-11
Iteration 2823: Weight 2808.6; Strategy Change = 1.88351e-11
Iteration 2824: Weight 2809.6; Strategy Change = 1.88151e-11
Iteration 2825: Weight 2810.6; Strategy Change = 1.87952e-11
Iteration 2826: Weight 2811.6; Strategy Change = 1.87753e-11
Iteration 2827: Weight 2812.6; Strategy Change = 1.87555e-11
Iteration 2828: Weight 2813.59; Strategy Change = 1.87356e-11
Iteration 2829: Weight 2814.59; Strategy Change = 1.87158e-11
Iteration 2830: Weight 2815.59; Strategy Change = 1.8696e-11
Iteration 2831: Weight 2816.59; Strategy Change = 1.86763e-11
Iteration 2832: Weight 2817.59; Strategy Change = 1.86566e-11
Iteration 2833: Weight 2818.59; Strategy Change = 1.86369e-11
Iteration 2834: Weight 2819.59; Strategy Change = 1.86172e-11
Iteration 2835: Weight 2820.59; Strategy Change = 1.85976e-11
Iteration 2836: Weight 2821.59; Strategy Change = 1.8578e-11
Iteration 2837: Weight 2822.59; Strategy Change = 1.85584e-11
Iteration 2838: Weight 2823.59; Strategy Change = 1.85388e-11
Iteration 2839: Weight 2824.59; Strategy Change = 1.85193e-11
Iteration 2840: Weight 2825.59; Strategy Change = 1.84998e-11
Iteration 2841: Weight 2826.59; Strategy Change = 1.84803e-11
Iteration 2842: Weight 2827.58; Strategy Change = 1.84609e-11
Iteration 2843: Weight 2828.58; Strategy Change = 1.84414e-11
Iteration 2844: Weight 2829.58; Strategy Change = 1.8422e-11
Iteration 2845: Weight 2830.58; Strategy Change = 1.84027e-11
Iteration 2846: Weight 2831.58; Strategy Change = 1.83833e-11
Iteration 2847: Weight 2832.58; Strategy Change = 1.8364e-11
Iteration 2848: Weight 2833.58; Strategy Change = 1.83447e-11
Iteration 2849: Weight 2834.58; Strategy Change = 1.83255e-11
Iteration 2850: Weight 2835.58; Strategy Change = 1.83062e-11
Iteration 2851: Weight 2836.58; Strategy Change = 1.8287e-11
Iteration 2852: Weight 2837.58; Strategy Change = 1.82679e-11
Iteration 2853: Weight 2838.58; Strategy Change = 1.82487e-11
Iteration 2854: Weight 2839.58; Strategy Change = 1.82296e-11
Iteration 2855: Weight 2840.58; Strategy Change = 1.82105e-11
Iteration 2856: Weight 2841.57; Strategy Change = 1.81914e-11
Iteration 2857: Weight 2842.57; Strategy Change = 1.81724e-11
Iteration 2858: Weight 2843.57; Strategy Change = 1.81534e-11
Iteration 2859: Weight 2844.57; Strategy Change = 1.81344e-11
Iteration 2860: Weight 2845.57; Strategy Change = 1.81154e-11
Iteration 2861: Weight 2846.57; Strategy Change = 1.80965e-11
Iteration 2862: Weight 2847.57; Strategy Change = 1.80775e-11
Iteration 2863: Weight 2848.57; Strategy Change = 1.80587e-11
Iteration 2864: Weight 2849.57; Strategy Change = 1.80398e-11
Iteration 2865: Weight 2850.57; Strategy Change = 1.8021e-11
Iteration 2866: Weight 2851.57; Strategy Change = 1.80022e-11
Iteration 2867: Weight 2852.57; Strategy Change = 1.79834e-11
Iteration 2868: Weight 2853.57; Strategy Change = 1.79646e-11
Iteration 2869: Weight 2854.57; Strategy Change = 1.79459e-11
Iteration 2870: Weight 2855.56; Strategy Change = 1.79272e-11
Iteration 2871: Weight 2856.56; Strategy Change = 1.79085e-11
Iteration 2872: Weight 2857.56; Strategy Change = 1.78899e-11
Iteration 2873: Weight 2858.56; Strategy Change = 1.78712e-11
Iteration 2874: Weight 2859.56; Strategy Change = 1.78526e-11
Iteration 2875: Weight 2860.56; Strategy Change = 1.78341e-11
Iteration 2876: Weight 2861.56; Strategy Change = 1.78155e-11
Iteration 2877: Weight 2862.56; Strategy Change = 1.7797e-11
Iteration 2878: Weight 2863.56; Strategy Change = 1.77785e-11
Iteration 2879: Weight 2864.56; Strategy Change = 1.776e-11
Iteration 2880: Weight 2865.56; Strategy Change = 1.77416e-11
Iteration 2881: Weight 2866.56; Strategy Change = 1.77231e-11
Iteration 2882: Weight 2867.56; Strategy Change = 1.77047e-11
Iteration 2883: Weight 2868.56; Strategy Change = 1.76864e-11
Iteration 2884: Weight 2869.56; Strategy Change = 1.7668e-11
Iteration 2885: Weight 2870.55; Strategy Change = 1.76497e-11
Iteration 2886: Weight 2871.55; Strategy Change = 1.76314e-11
Iteration 2887: Weight 2872.55; Strategy Change = 1.76132e-11
Iteration 2888: Weight 2873.55; Strategy Change = 1.75949e-11
Iteration 2889: Weight 2874.55; Strategy Change = 1.75767e-11
Iteration 2890: Weight 2875.55; Strategy Change = 1.75585e-11
Iteration 2891: Weight 2876.55; Strategy Change = 1.75403e-11
Iteration 2892: Weight 2877.55; Strategy Change = 1.75222e-11
Iteration 2893: Weight 2878.55; Strategy Change = 1.75041e-11
Iteration 2894: Weight 2879.55; Strategy Change = 1.7486e-11
Iteration 2895: Weight 2880.55; Strategy Change = 1.74679e-11
Iteration 2896: Weight 2881.55; Strategy Change = 1.74499e-11
Iteration 2897: Weight 2882.55; Strategy Change = 1.74318e-11
Iteration 2898: Weight 2883.55; Strategy Change = 1.74138e-11
Iteration 2899: Weight 2884.54; Strategy Change = 1.73959e-11
Iteration 2900: Weight 2885.54; Strategy Change = 1.73779e-11
Iteration 2901: Weight 2886.54; Strategy Change = 1.736e-11
Iteration 2902: Weight 2887.54; Strategy Change = 1.73421e-11
Iteration 2903: Weight 2888.54; Strategy Change = 1.73242e-11
Iteration 2904: Weight 2889.54; Strategy Change = 1.73064e-11
Iteration 2905: Weight 2890.54; Strategy Change = 1.72886e-11
Iteration 2906: Weight 2891.54; Strategy Change = 1.72708e-11
Iteration 2907: Weight 2892.54; Strategy Change = 1.7253e-11
Iteration 2908: Weight 2893.54; Strategy Change = 1.72353e-11
Iteration 2909: Weight 2894.54; Strategy Change = 1.72175e-11
Iteration 2910: Weight 2895.54; Strategy Change = 1.71998e-11
Iteration 2911: Weight 2896.54; Strategy Change = 1.71822e-11
Iteration 2912: Weight 2897.54; Strategy Change = 1.71645e-11
Iteration 2913: Weight 2898.54; Strategy Change = 1.71469e-11
Iteration 2914: Weight 2899.53; Strategy Change = 1.71293e-11
Iteration 2915: Weight 2900.53; Strategy Change = 1.71117e-11
Iteration 2916: Weight 2901.53; Strategy Change = 1.70941e-11
Iteration 2917: Weight 2902.53; Strategy Change = 1.70766e-11
Iteration 2918: Weight 2903.53; Strategy Change = 1.70591e-11
Iteration 2919: Weight 2904.53; Strategy Change = 1.70416e-11
Iteration 2920: Weight 2905.53; Strategy Change = 1.70242e-11
Iteration 2921: Weight 2906.53; Strategy Change = 1.70067e-11
Iteration 2922: Weight 2907.53; Strategy Change = 1.69893e-11
Iteration 2923: Weight 2908.53; Strategy Change = 1.69719e-11
Iteration 2924: Weight 2909.53; Strategy Change = 1.69546e-11
Iteration 2925: Weight 2910.53; Strategy Change = 1.69372e-11
Iteration 2926: Weight 2911.53; Strategy Change = 1.69199e-11
Iteration 2927: Weight 2912.53; Strategy Change = 1.69026e-11
Iteration 2928: Weight 2913.52; Strategy Change = 1.68853e-11
Iteration 2929: Weight 2914.52; Strategy Change = 1.68681e-11
Iteration 2930: Weight 2915.52; Strategy Change = 1.68509e-11
Iteration 2931: Weight 2916.52; Strategy Change = 1.68337e-11
Iteration 2932: Weight 2917.52; Strategy Change = 1.68165e-11
Iteration 2933: Weight 2918.52; Strategy Change = 1.67993e-11
Iteration 2934: Weight 2919.52; Strategy Change = 1.67822e-11
Iteration 2935: Weight 2920.52; Strategy Change = 1.67651e-11
Iteration 2936: Weight 2921.52; Strategy Change = 1.6748e-11
Iteration 2937: Weight 2922.52; Strategy Change = 1.67309e-11
Iteration 2938: Weight 2923.52; Strategy Change = 1.67139e-11
Iteration 2939: Weight 2924.52; Strategy Change = 1.66969e-11
Iteration 2940: Weight 2925.52; Strategy Change = 1.66799e-11
Iteration 2941: Weight 2926.52; Strategy Change = 1.66629e-11
Iteration 2942: Weight 2927.52; Strategy Change = 1.6646e-11
Iteration 2943: Weight 2928.51; Strategy Change = 1.66291e-11
Iteration 2944: Weight 2929.51; Strategy Change = 1.66122e-11
Iteration 2945: Weight 2930.51; Strategy Change = 1.65953e-11
Iteration 2946: Weight 2931.51; Strategy Change = 1.65784e-11
Iteration 2947: Weight 2932.51; Strategy Change = 1.65616e-11
Iteration 2948: Weight 2933.51; Strategy Change = 1.65448e-11
Iteration 2949: Weight 2934.51; Strategy Change = 1.6528e-11
Iteration 2950: Weight 2935.51; Strategy Change = 1.65112e-11
Iteration 2951: Weight 2936.51; Strategy Change = 1.64945e-11
Iteration 2952: Weight 2937.51; Strategy Change = 1.64778e-11
Iteration 2953: Weight 2938.51; Strategy Change = 1.64611e-11
Iteration 2954: Weight 2939.51; Strategy Change = 1.64444e-11
Iteration 2955: Weight 2940.51; Strategy Change = 1.64278e-11
Iteration 2956: Weight 2941.51; Strategy Change = 1.64111e-11
Iteration 2957: Weight 2942.51; Strategy Change = 1.63945e-11
Iteration 2958: Weight 2943.5; Strategy Change = 1.63779e-11
Iteration 2959: Weight 2944.5; Strategy Change = 1.63614e-11
Iteration 2960: Weight 2945.5; Strategy Change = 1.63448e-11
Iteration 2961: Weight 2946.5; Strategy Change = 1.63283e-11
Iteration 2962: Weight 2947.5; Strategy Change = 1.63118e-11
Iteration 2963: Weight 2948.5; Strategy Change = 1.62954e-11
Iteration 2964: Weight 2949.5; Strategy Change = 1.62789e-11
Iteration 2965: Weight 2950.5; Strategy Change = 1.62625e-11
Iteration 2966: Weight 2951.5; Strategy Change = 1.62461e-11
Iteration 2967: Weight 2952.5; Strategy Change = 1.62297e-11
Iteration 2968: Weight 2953.5; Strategy Change = 1.62133e-11
Iteration 2969: Weight 2954.5; Strategy Change = 1.6197e-11
Iteration 2970: Weight 2955.5; Strategy Change = 1.61807e-11
Iteration 2971: Weight 2956.5; Strategy Change = 1.61644e-11
Iteration 2972: Weight 2957.5; Strategy Change = 1.61481e-11
Iteration 2973: Weight 2958.49; Strategy Change = 1.61318e-11
Iteration 2974: Weight 2959.49; Strategy Change = 1.61156e-11
Iteration 2975: Weight 2960.49; Strategy Change = 1.60994e-11
Iteration 2976: Weight 2961.49; Strategy Change = 1.60832e-11
Iteration 2977: Weight 2962.49; Strategy Change = 1.6067e-11
Iteration 2978: Weight 2963.49; Strategy Change = 1.60509e-11
Iteration 2979: Weight 2964.49; Strategy Change = 1.60348e-11
Iteration 2980: Weight 2965.49; Strategy Change = 1.60187e-11
Iteration 2981: Weight 2966.49; Strategy Change = 1.60026e-11
Iteration 2982: Weight 2967.49; Strategy Change = 1.59865e-11
Iteration 2983: Weight 2968.49; Strategy Change = 1.59705e-11
Iteration 2984: Weight 2969.49; Strategy Change = 1.59545e-11
Iteration 2985: Weight 2970.49; Strategy Change = 1.59385e-11
Iteration 2986: Weight 2971.49; Strategy Change = 1.59225e-11
Iteration 2987: Weight 2972.49; Strategy Change = 1.59066e-11
Iteration 2988: Weight 2973.48; Strategy Change = 1.58906e-11
Iteration 2989: Weight 2974.48; Strategy Change = 1.58747e-11
Iteration 2990: Weight 2975.48; Strategy Change = 1.58588e-11
Iteration 2991: Weight 2976.48; Strategy Change = 1.5843e-11
Iteration 2992: Weight 2977.48; Strategy Change = 1.58271e-11
Iteration 2993: Weight 2978.48; Strategy Change = 1.58113e-11
Iteration 2994: Weight 2979.48; Strategy Change = 1.57955e-11
Iteration 2995: Weight 2980.48; Strategy Change = 1.57797e-11
Iteration 2996: Weight 2981.48; Strategy Change = 1.5764e-11
Iteration 2997: Weight 2982.48; Strategy Change = 1.57482e-11
