Iteration 0: Weight 0; Strategy Change = 0.131378
Iteration 1: Weight 0.25; Strategy Change = 0.233957
Iteration 2: Weight 0.694444; Strategy Change = 0.00890155
Iteration 3: Weight 1.25694; Strategy Change = 0.00800327
Iteration 4: Weight 1.89694; Strategy Change = 0.00356098
Iteration 5: Weight 2.59139; Strategy Change = 0.0019957
Iteration 6: Weight 3.32608; Strategy Change = 0.0012585
Iteration 7: Weight 4.09171; Strategy Change = 0.000853734
Iteration 8: Weight 4.88183; Strategy Change = 0.000609184
Iteration 9: Weight 5.69183; Strategy Change = 0.000451327
Iteration 10: Weight 6.51828; Strategy Change = 0.000344313
Iteration 11: Weight 7.35856; Strategy Change = 0.000268954
Iteration 12: Weight 8.21063; Strategy Change = 0.000214237
Iteration 13: Weight 9.07287; Strategy Change = 0.000173491
Iteration 14: Weight 9.94398; Strategy Change = 0.000142496
Iteration 15: Weight 10.8229; Strategy Change = 0.000118485
Iteration 16: Weight 11.7087; Strategy Change = 9.95871e-05
Iteration 17: Weight 12.6007; Strategy Change = 8.45063e-05
Iteration 18: Weight 13.4982; Strategy Change = 7.23228e-05
Iteration 19: Weight 14.4007; Strategy Change = 6.23714e-05
Iteration 20: Weight 15.3077; Strategy Change = 5.41627e-05
Iteration 21: Weight 16.2189; Strategy Change = 4.7331e-05
Iteration 22: Weight 17.1338; Strategy Change = 4.15991e-05
Iteration 23: Weight 18.0522; Strategy Change = 3.67542e-05
Iteration 24: Weight 18.9738; Strategy Change = 3.26312e-05
Iteration 25: Weight 19.8984; Strategy Change = 2.91006e-05
Iteration 26: Weight 20.8257; Strategy Change = 2.60598e-05
Iteration 27: Weight 21.7555; Strategy Change = 2.34267e-05
Iteration 28: Weight 22.6877; Strategy Change = 2.11354e-05
Iteration 29: Weight 23.6222; Strategy Change = 1.91323e-05
Iteration 30: Weight 24.5587; Strategy Change = 1.73735e-05
Iteration 31: Weight 25.4972; Strategy Change = 1.58228e-05
Iteration 32: Weight 26.4375; Strategy Change = 1.44506e-05
Iteration 33: Weight 27.3795; Strategy Change = 1.32318e-05
Iteration 34: Weight 28.3232; Strategy Change = 1.21457e-05
Iteration 35: Weight 29.2684; Strategy Change = 1.11747e-05
Iteration 36: Weight 30.2151; Strategy Change = 1.03041e-05
Iteration 37: Weight 31.1632; Strategy Change = 9.52114e-06
Iteration 38: Weight 32.1125; Strategy Change = 8.81516e-06
Iteration 39: Weight 33.0632; Strategy Change = 8.17694e-06
Iteration 40: Weight 34.015; Strategy Change = 7.59857e-06
Iteration 41: Weight 34.9679; Strategy Change = 7.07321e-06
Iteration 42: Weight 35.9219; Strategy Change = 6.59494e-06
Iteration 43: Weight 36.877; Strategy Change = 6.15861e-06
Iteration 44: Weight 37.8331; Strategy Change = 5.75975e-06
Iteration 45: Weight 38.7901; Strategy Change = 5.39442e-06
Iteration 46: Weight 39.748; Strategy Change = 5.05918e-06
Iteration 47: Weight 40.7067; Strategy Change = 4.75102e-06
Iteration 48: Weight 41.6663; Strategy Change = 4.46725e-06
Iteration 49: Weight 42.6267; Strategy Change = 4.20552e-06
Iteration 50: Weight 43.5879; Strategy Change = 3.96374e-06
Iteration 51: Weight 44.5498; Strategy Change = 3.74004e-06
Iteration 52: Weight 45.5124; Strategy Change = 3.53278e-06
Iteration 53: Weight 46.4757; Strategy Change = 3.34047e-06
Iteration 54: Weight 47.4397; Strategy Change = 3.1618e-06
Iteration 55: Weight 48.4043; Strategy Change = 2.99558e-06
Iteration 56: Weight 49.3695; Strategy Change = 2.84075e-06
Iteration 57: Weight 50.3353; Strategy Change = 2.69635e-06
Iteration 58: Weight 51.3017; Strategy Change = 2.56152e-06
Iteration 59: Weight 52.2687; Strategy Change = 2.43549e-06
Iteration 60: Weight 53.2361; Strategy Change = 2.31755e-06
Iteration 61: Weight 54.2041; Strategy Change = 2.20707e-06
Iteration 62: Weight 55.1727; Strategy Change = 2.10346e-06
Iteration 63: Weight 56.1416; Strategy Change = 2.0062e-06
Iteration 64: Weight 57.1111; Strategy Change = 1.91481e-06
Iteration 65: Weight 58.081; Strategy Change = 1.82887e-06
Iteration 66: Weight 59.0514; Strategy Change = 1.74796e-06
Iteration 67: Weight 60.0222; Strategy Change = 1.67173e-06
Iteration 68: Weight 60.9934; Strategy Change = 1.59985e-06
Iteration 69: Weight 61.9651; Strategy Change = 1.53201e-06
Iteration 70: Weight 62.9371; Strategy Change = 1.46794e-06
Iteration 71: Weight 63.9095; Strategy Change = 1.40737e-06
Iteration 72: Weight 64.8823; Strategy Change = 1.35007e-06
Iteration 73: Weight 65.8555; Strategy Change = 1.29582e-06
Iteration 74: Weight 66.829; Strategy Change = 1.24442e-06
Iteration 75: Weight 67.8028; Strategy Change = 1.1957e-06
Iteration 76: Weight 68.777; Strategy Change = 1.14947e-06
Iteration 77: Weight 69.7516; Strategy Change = 1.10559e-06
Iteration 78: Weight 70.7264; Strategy Change = 1.06389e-06
Iteration 79: Weight 71.7016; Strategy Change = 1.02426e-06
Iteration 80: Weight 72.677; Strategy Change = 9.86565e-07
Iteration 81: Weight 73.6528; Strategy Change = 9.50687e-07
Iteration 82: Weight 74.6288; Strategy Change = 9.16518e-07
Iteration 83: Weight 75.6052; Strategy Change = 8.8396e-07
Iteration 84: Weight 76.5818; Strategy Change = 8.52918e-07
Iteration 85: Weight 77.5586; Strategy Change = 8.23306e-07
Iteration 86: Weight 78.5358; Strategy Change = 7.95043e-07
Iteration 87: Weight 79.5132; Strategy Change = 7.68052e-07
Iteration 88: Weight 80.4908; Strategy Change = 7.42264e-07
Iteration 89: Weight 81.4687; Strategy Change = 7.17612e-07
Iteration 90: Weight 82.4469; Strategy Change = 6.94034e-07
Iteration 91: Weight 83.4253; Strategy Change = 6.71473e-07
Iteration 92: Weight 84.4039; Strategy Change = 6.49875e-07
Iteration 93: Weight 85.3827; Strategy Change = 6.29189e-07
Iteration 94: Weight 86.3618; Strategy Change = 6.09368e-07
Iteration 95: Weight 87.341; Strategy Change = 5.90367e-07
Iteration 96: Weight 88.3205; Strategy Change = 5.72144e-07
Iteration 97: Weight 89.3002; Strategy Change = 5.5466e-07
Iteration 98: Weight 90.2801; Strategy Change = 5.37878e-07
Iteration 99: Weight 91.2602; Strategy Change = 5.21763e-07
Iteration 100: Weight 92.2405; Strategy Change = 5.06283e-07
Iteration 101: Weight 93.221; Strategy Change = 4.91406e-07
Iteration 102: Weight 94.2017; Strategy Change = 4.77104e-07
Iteration 103: Weight 95.1826; Strategy Change = 4.63349e-07
Iteration 104: Weight 96.1636; Strategy Change = 4.50115e-07
Iteration 105: Weight 97.1448; Strategy Change = 4.37379e-07
Iteration 106: Weight 98.1262; Strategy Change = 4.25116e-07
Iteration 107: Weight 99.1078; Strategy Change = 4.13305e-07
Iteration 108: Weight 100.09; Strategy Change = 4.01927e-07
Iteration 109: Weight 101.071; Strategy Change = 3.9096e-07
Iteration 110: Weight 102.053; Strategy Change = 3.80387e-07
Iteration 111: Weight 103.036; Strategy Change = 3.7019e-07
Iteration 112: Weight 104.018; Strategy Change = 3.60352e-07
Iteration 113: Weight 105.001; Strategy Change = 3.50859e-07
Iteration 114: Weight 105.983; Strategy Change = 3.41695e-07
Iteration 115: Weight 106.966; Strategy Change = 3.32846e-07
Iteration 116: Weight 107.949; Strategy Change = 3.24299e-07
Iteration 117: Weight 108.932; Strategy Change = 3.1604e-07
Iteration 118: Weight 109.915; Strategy Change = 3.08059e-07
