Iteration 0: Weight 0; Strategy Change = 0.131378
Iteration 1: Weight 0; Strategy Change = 0.233957
Iteration 2: Weight 0; Strategy Change = 0.00508273
Iteration 3: Weight 0; Strategy Change = 0.0107998
Iteration 4: Weight 0; Strategy Change = 0.00443702
Iteration 5: Weight 0; Strategy Change = 0.00228213
Iteration 6: Weight 0; Strategy Change = 0.00133768
Iteration 7: Weight 0; Strategy Change = 0.000854927
Iteration 8: Weight 0; Strategy Change = 0.000581202
Iteration 9: Weight 0; Strategy Change = 0.000413885
Iteration 10: Weight 0; Strategy Change = 0.000305605
Iteration 11: Weight 0; Strategy Change = 0.00023231
Iteration 12: Weight 0; Strategy Change = 0.000180863
Iteration 13: Weight 0; Strategy Change = 0.000143652
Iteration 14: Weight 0; Strategy Change = 0.00011605
Iteration 15: Weight 0; Strategy Change = 9.51308e-05
Iteration 16: Weight 0; Strategy Change = 7.89797e-05
Iteration 17: Weight 0; Strategy Change = 6.63064e-05
Iteration 18: Weight 0; Strategy Change = 5.62192e-05
Iteration 19: Weight 0; Strategy Change = 4.80883e-05
Iteration 20: Weight 0; Strategy Change = 4.14597e-05
Iteration 21: Weight 0; Strategy Change = 3.60008e-05
Iteration 22: Weight 0; Strategy Change = 3.14637e-05
Iteration 23: Weight 0; Strategy Change = 2.76611e-05
Iteration 24: Weight 0; Strategy Change = 2.44497e-05
Iteration 25: Weight 0; Strategy Change = 2.17187e-05
Iteration 26: Weight 0; Strategy Change = 1.93812e-05
Iteration 27: Weight 0; Strategy Change = 1.73686e-05
Iteration 28: Weight 0; Strategy Change = 1.56263e-05
Iteration 29: Weight 0; Strategy Change = 1.41102e-05
Iteration 30: Weight 0; Strategy Change = 1.27846e-05
Iteration 31: Weight 0; Strategy Change = 1.16206e-05
Iteration 32: Weight 0; Strategy Change = 1.05942e-05
Iteration 33: Weight 0; Strategy Change = 9.68549e-06
Iteration 34: Weight 0; Strategy Change = 8.87815e-06
Iteration 35: Weight 0; Strategy Change = 8.15836e-06
Iteration 36: Weight 0; Strategy Change = 7.51455e-06
Iteration 37: Weight 0; Strategy Change = 6.93693e-06
Iteration 38: Weight 0; Strategy Change = 6.4172e-06
Iteration 39: Weight 0; Strategy Change = 5.94826e-06
Iteration 40: Weight 0; Strategy Change = 5.52404e-06
Iteration 41: Weight 0; Strategy Change = 5.13933e-06
Iteration 42: Weight 0; Strategy Change = 4.78963e-06
Iteration 43: Weight 0; Strategy Change = 4.47104e-06
Iteration 44: Weight 0; Strategy Change = 4.18016e-06
Iteration 45: Weight 0; Strategy Change = 3.91404e-06
Iteration 46: Weight 0; Strategy Change = 3.6701e-06
Iteration 47: Weight 0; Strategy Change = 3.44607e-06
Iteration 48: Weight 0; Strategy Change = 3.23996e-06
Iteration 49: Weight 0; Strategy Change = 3.05e-06
Iteration 50: Weight 0; Strategy Change = 2.87465e-06
Iteration 51: Weight 0; Strategy Change = 2.71252e-06
Iteration 52: Weight 0; Strategy Change = 2.56238e-06
Iteration 53: Weight 0; Strategy Change = 2.42316e-06
Iteration 54: Weight 0; Strategy Change = 2.29386e-06
Iteration 55: Weight 0; Strategy Change = 2.17363e-06
Iteration 56: Weight 0; Strategy Change = 2.06167e-06
Iteration 57: Weight 0; Strategy Change = 1.9573e-06
Iteration 58: Weight 0; Strategy Change = 1.85987e-06
Iteration 59: Weight 0; Strategy Change = 1.76881e-06
Iteration 60: Weight 0; Strategy Change = 1.68362e-06
Iteration 61: Weight 0; Strategy Change = 1.60383e-06
Iteration 62: Weight 0; Strategy Change = 1.52902e-06
Iteration 63: Weight 0; Strategy Change = 1.45879e-06
Iteration 64: Weight 0; Strategy Change = 1.39282e-06
Iteration 65: Weight 0; Strategy Change = 1.33077e-06
Iteration 66: Weight 0; Strategy Change = 1.27237e-06
Iteration 67: Weight 0; Strategy Change = 1.21734e-06
Iteration 68: Weight 0; Strategy Change = 1.16544e-06
Iteration 69: Weight 0; Strategy Change = 1.11647e-06
Iteration 70: Weight 0; Strategy Change = 1.0702e-06
Iteration 71: Weight 0; Strategy Change = 1.02647e-06
Iteration 72: Weight 0; Strategy Change = 9.8509e-07
Iteration 73: Weight 0; Strategy Change = 9.45911e-07
Iteration 74: Weight 0; Strategy Change = 9.08789e-07
Iteration 75: Weight 0; Strategy Change = 8.73589e-07
Iteration 76: Weight 0; Strategy Change = 8.40188e-07
Iteration 77: Weight 0; Strategy Change = 8.08473e-07
Iteration 78: Weight 0; Strategy Change = 7.78338e-07
Iteration 79: Weight 0; Strategy Change = 7.49687e-07
Iteration 80: Weight 0; Strategy Change = 7.22429e-07
Iteration 81: Weight 0; Strategy Change = 6.96479e-07
Iteration 82: Weight 0; Strategy Change = 6.71761e-07
Iteration 83: Weight 0; Strategy Change = 6.48203e-07
Iteration 84: Weight 0; Strategy Change = 6.25735e-07
Iteration 85: Weight 0; Strategy Change = 6.04298e-07
Iteration 86: Weight 0; Strategy Change = 5.83831e-07
Iteration 87: Weight 0; Strategy Change = 5.6428e-07
Iteration 88: Weight 0; Strategy Change = 5.45595e-07
Iteration 89: Weight 0; Strategy Change = 5.27728e-07
Iteration 90: Weight 0; Strategy Change = 5.10635e-07
Iteration 91: Weight 0; Strategy Change = 4.94275e-07
Iteration 92: Weight 0; Strategy Change = 4.78607e-07
Iteration 93: Weight 0; Strategy Change = 4.63597e-07
Iteration 94: Weight 0; Strategy Change = 4.4921e-07
Iteration 95: Weight 0; Strategy Change = 4.35414e-07
Iteration 96: Weight 0; Strategy Change = 4.22178e-07
Iteration 97: Weight 0; Strategy Change = 4.09475e-07
Iteration 98: Weight 0; Strategy Change = 3.97278e-07
Iteration 99: Weight 0; Strategy Change = 3.85562e-07
Iteration 100: Weight 0; Strategy Change = 3.74303e-07
Iteration 101: Weight 0; Strategy Change = 3.6348e-07
Iteration 102: Weight 0; Strategy Change = 3.53072e-07
Iteration 103: Weight 0; Strategy Change = 3.43058e-07
Iteration 104: Weight 0; Strategy Change = 3.3342e-07
Iteration 105: Weight 0; Strategy Change = 3.24141e-07
Iteration 106: Weight 0; Strategy Change = 3.15204e-07
Iteration 107: Weight 0; Strategy Change = 3.06594e-07
Iteration 108: Weight 0; Strategy Change = 2.98295e-07
Iteration 109: Weight 0; Strategy Change = 2.90294e-07
Iteration 110: Weight 0; Strategy Change = 2.82577e-07
Iteration 111: Weight 0; Strategy Change = 2.75133e-07
Iteration 112: Weight 0; Strategy Change = 2.67948e-07
Iteration 113: Weight 0; Strategy Change = 2.61012e-07
Iteration 114: Weight 0; Strategy Change = 2.54314e-07
Iteration 115: Weight 0; Strategy Change = 2.47844e-07
Iteration 116: Weight 0; Strategy Change = 2.41592e-07
Iteration 117: Weight 0; Strategy Change = 2.3555e-07
Iteration 118: Weight 0; Strategy Change = 2.29708e-07
Iteration 119: Weight 0; Strategy Change = 2.24058e-07
Iteration 120: Weight 0; Strategy Change = 2.18592e-07
Iteration 121: Weight 0; Strategy Change = 2.13303e-07
Iteration 122: Weight 0; Strategy Change = 2.08184e-07
Iteration 123: Weight 0; Strategy Change = 2.03228e-07
Iteration 124: Weight 0; Strategy Change = 1.98429e-07
Iteration 125: Weight 0; Strategy Change = 1.9378e-07
